Seed, Total Flockability, RC Flockability, Solvability
1661,104,44,1
1662,122,52,1
1663,88,40,1
1664,90,24,1
1665,94,28,1
1666,94,34,1
1667,96,32,1
1668,100,36,1
1669,108,40,1
1670,96,36,1
1671,96,34,1
1672,92,42,1
1673,84,28,1
1674,102,46,1
1675,96,38,1
1676,90,34,1
1677,98,36,1
1678,90,28,1
1679,88,36,1
1680,88,30,1
1681,100,38,1
1682,94,42,1
1683,86,32,1
1684,102,44,1
1685,92,34,1
1686,94,36,1
1687,106,48,1
1688,88,42,1
1689,102,40,1
1690,92,36,1
1691,96,38,1
1692,90,36,1
1693,92,40,1
1694,96,36,1
1695,86,38,1
1696,116,44,1
1697,96,26,1
1698,106,34,1
1699,92,32,1
1700,88,38,1
1701,92,42,1
1702,96,40,1
1703,88,32,1
1704,86,26,1
1705,98,48,1
1706,104,40,1
1707,102,44,1
1708,94,40,1
1709,90,32,1
1710,104,46,1
1711,108,36,1
1712,126,50,1
1713,92,44,1
1714,106,46,1
1715,90,38,1
1716,96,38,1
1717,100,40,1
1718,106,46,1
1719,108,48,1
1720,104,52,1
1721,100,42,1
1722,104,48,1
1723,102,36,1
1724,96,36,1
1725,90,36,1
1726,94,36,1
1727,108,46,1
1728,122,38,1
1729,106,40,1
1730,94,40,1
1731,96,42,1
1732,102,38,1
1733,86,44,1
1734,92,42,1
1735,114,52,1
1736,108,44,1
1737,96,44,1
1738,88,36,1
1739,90,36,1
1740,98,44,1
1741,82,32,1
1742,88,32,1
1743,96,40,1
1744,92,28,1
1745,96,36,1
1746,92,40,1
1747,98,34,1
1748,112,50,1
1749,108,40,1
1750,98,50,1
1751,102,40,1
1752,100,24,1
1753,94,42,1
1754,96,32,1
1755,108,42,1
1756,116,42,1
1757,96,26,1
1758,94,44,1
1759,88,38,1
1760,98,44,1
1761,110,42,1
1762,94,38,1
1763,96,34,1
1764,100,36,1
1765,94,42,1
1766,96,42,1
1767,100,42,1
1768,100,44,1
1769,100,38,1
1770,100,42,1
1771,92,28,1
1772,92,34,1
1773,94,52,1
1774,86,38,1
1775,94,44,1
1776,102,32,1
1777,92,30,1
1778,94,36,1
1779,102,32,1
1780,98,44,1
1781,90,30,1
1782,102,38,1
1783,94,34,1
1784,82,30,1
1785,94,40,1
1786,112,54,1
1787,90,38,1
1788,86,30,1
1789,100,38,1
1790,102,34,1
1791,96,36,1
1792,106,46,1
1793,102,44,1
1794,102,38,1
1795,106,44,1
1796,110,42,1
1797,98,44,1
1798,92,40,1
1799,102,38,1
1800,100,38,1
1801,96,38,1
1802,110,36,1
1803,106,46,1
1804,112,52,1
1805,102,34,1
1806,108,38,1
1807,82,32,1
1808,104,42,1
1809,88,36,1
1810,88,22,1
1811,108,40,1
1812,84,30,1
1813,92,38,1
1814,104,42,1
1815,92,40,1
1816,102,30,1
1817,94,34,1
1818,96,46,1
1819,100,38,1
1820,90,40,1
1821,112,46,1
1822,108,46,1
1823,96,32,1
1824,84,28,1
1825,102,50,1
1826,116,40,1
1827,90,40,1
1828,92,40,1
1829,100,50,1
1830,90,30,1
1831,106,46,1
1832,126,52,1
1833,96,30,1
1834,92,32,1
1835,88,38,1
1836,90,40,1
1837,100,40,1
1838,92,38,1
1839,104,42,1
1840,98,40,1
1841,98,46,1
1842,96,42,1
1843,88,42,1
1844,106,40,1
1845,104,38,1
1846,88,38,1
1847,100,40,1
1848,96,48,1
1849,94,44,1
1850,86,38,1
1851,94,34,1
1852,92,30,1
1853,100,34,1
1854,92,34,1
1855,102,42,1
1856,96,38,1
1857,92,34,1
1858,92,36,1
1859,102,38,1
1860,90,44,1
1861,100,48,1
1862,80,26,1
1863,92,34,1
1864,98,50,1
1865,100,42,1
1866,94,38,1
1867,90,30,1
1868,104,32,1
1869,102,48,1
1870,90,34,1
1871,100,38,1
1872,106,52,1
1873,92,36,1
1874,90,38,1
1875,100,40,1
1876,100,38,1
1877,90,36,1
1878,92,38,1
1879,104,34,1
1880,100,40,1
1881,90,32,1
1882,88,38,1
1883,102,50,1
1884,114,40,1
1885,94,34,1
1886,102,42,1
1887,104,36,1
1888,94,44,1
1889,90,36,1
1890,90,38,1
1891,100,36,1
1892,90,48,1
1893,104,34,1
1894,90,36,1
1895,100,34,1
1896,82,34,1
1897,98,38,1
1898,106,44,1
1899,86,36,1
1900,96,36,1
1901,104,46,1
1902,92,48,1
1903,98,38,1
1904,132,54,1
1905,96,32,1
1906,94,40,1
1907,102,50,1
1908,94,34,1
1909,104,40,1
1910,112,46,1
1911,94,38,1
1912,94,32,1
1913,104,40,1
1914,94,40,1
1915,90,38,1
1916,100,44,1
1917,102,44,1
1918,102,44,1
1919,100,42,1
1920,84,38,1
1921,96,44,1
1922,104,38,1
1923,94,42,1
1924,98,36,1
1925,108,50,1
1926,108,50,1
1927,122,54,1
1928,92,34,1
1929,102,46,1
1930,86,30,1
1931,106,40,1
1932,90,38,1
1933,94,48,1
1934,104,48,1
1935,98,48,1
1936,100,30,1
1937,90,40,1
1938,106,34,1
1939,106,46,1
1940,94,36,1
1941,98,46,1
1942,88,28,1
1943,96,30,1
1944,100,40,1
1945,98,40,1
1946,106,38,1
1947,102,46,1
1948,90,36,1
1949,88,40,1
1950,92,32,1
1951,100,38,1
1952,94,32,1
1953,92,38,1
1954,92,32,1
1955,98,46,1
1956,106,50,1
1957,96,38,1
1958,104,46,1
1959,102,44,1
1960,104,30,1
1961,104,46,1
1962,94,32,1
1963,98,30,1
1964,94,40,1
1965,84,42,1
1966,94,42,1
1967,92,32,1
1968,94,48,1
1969,104,38,1
1970,88,36,1
1971,102,40,1
1972,114,54,1
1973,104,36,1
1974,98,36,1
1975,98,36,1
1976,92,26,1
1977,112,48,1
1978,84,28,1
1979,88,34,1
1980,96,50,1
1981,110,40,1
1982,94,38,1
1983,98,34,1
1984,92,36,1
1985,88,34,1
1986,100,42,1
1987,96,34,1
1988,90,36,1
1989,110,50,1
1990,104,40,1
1991,92,42,1
1992,90,32,1
1993,104,44,1
1994,88,36,1
1995,90,32,1
1996,102,40,1
1997,104,44,1
1998,100,40,1
1999,98,46,1
2000,94,42,1
2001,106,42,1
2002,102,40,1
2003,94,40,1
2004,106,42,1
2005,100,46,1
2006,88,28,1
2007,110,46,1
2008,86,28,1
2009,98,46,1
2010,104,46,1
2011,90,36,1
2012,90,34,1
2013,98,36,1
2014,88,34,1
2015,92,36,1
2016,112,42,1
2017,92,34,1
2018,84,36,1
2019,106,28,1
2020,98,38,1
2021,110,52,1
2022,94,36,1
2023,98,38,1
2024,98,34,1
2025,88,34,1
2026,84,44,1
2027,98,36,1
2028,90,38,1
2029,96,46,1
2030,92,34,1
2031,98,44,1
2032,108,38,1
2033,88,36,1
2034,96,38,1
2035,96,40,1
2036,100,32,1
2037,94,34,1
2038,90,40,1
2039,88,28,1
2040,82,34,1
2041,90,30,1
2042,96,28,1
2043,92,38,1
2044,110,44,1
2045,88,30,1
2046,82,28,1
2047,106,40,1
2048,90,52,1
2049,100,44,1
2050,102,42,1
2051,96,36,1
2052,94,40,1
2053,100,40,1
2054,94,44,1
2055,102,36,1
2056,86,38,1
2057,96,42,1
2058,88,36,1
2059,94,38,1
2060,106,44,1
2061,94,42,1
2062,94,38,1
2063,110,36,1
2064,98,32,1
2065,94,34,1
2066,98,42,1
2067,94,42,1
2068,114,40,1
2069,94,38,1
2070,96,50,1
2071,92,42,1
2072,86,28,1
2073,102,38,1
2074,98,36,1
2075,104,36,1
2076,102,48,1
2077,104,50,1
2078,88,30,1
2079,98,42,1
2080,108,38,1
2081,88,38,1
2082,98,42,1
2083,122,44,1
2084,98,40,1
2085,96,38,1
2086,94,36,1
2087,96,42,1
2088,98,46,1
2089,88,38,1
2090,92,34,1
2091,94,44,1
2092,92,34,1
2093,106,50,1
2094,94,32,1
2095,98,42,1
2096,88,34,1
2097,98,38,1
2098,94,34,1
2099,96,36,1
2100,110,40,1
2101,98,42,1
2102,94,30,1
2103,98,42,1
2104,90,34,1
2105,92,44,1
2106,96,38,1
2107,98,40,1
2108,100,46,1
2109,98,30,1
2110,90,42,1
2111,96,48,1
2112,92,38,1
2113,100,42,1
2114,80,34,1
2115,100,38,1
2116,96,32,1
2117,96,40,1
2118,98,36,1
2119,96,34,1
2120,84,42,1
2121,84,40,1
2122,94,36,1
2123,106,48,1
2124,104,38,1
2125,94,44,1
2126,98,40,1
2127,96,30,1
2128,98,48,1
2129,106,44,1
2130,106,48,1
2131,86,36,1
2132,104,44,1
2133,80,30,1
2134,102,42,1
2135,96,34,1
2136,88,32,1
2137,90,44,1
2138,94,28,1
2139,94,38,1
2140,102,32,1
2141,90,38,1
2142,82,42,1
2143,96,48,1
2144,106,46,1
2145,88,36,1
2146,86,38,1
2147,94,38,1
2148,102,38,1
2149,94,42,1
2150,94,38,1
2151,96,40,1
2152,94,34,1
2153,98,46,1
2154,112,50,1
2155,118,52,1
2156,102,38,1
2157,88,40,1
2158,86,38,1
2159,88,36,1
2160,84,32,1
2161,92,32,1
2162,88,34,1
2163,90,42,1
2164,86,36,1
2165,90,32,1
2166,90,48,1
2167,90,38,1
2168,88,42,1
2169,106,44,1
2170,94,28,1
2171,96,36,1
2172,108,44,1
2173,94,32,1
2174,92,38,1
2175,88,34,1
2176,88,38,1
2177,98,42,1
2178,100,42,1
2179,90,32,1
2180,114,46,1
2181,100,38,1
2182,80,34,1
2183,98,42,1
2184,90,32,1
2185,84,38,1
2186,84,38,1
2187,98,44,1
2188,104,34,1
2189,114,40,1
2190,104,42,1
2191,102,40,1
2192,112,50,1
2193,94,44,1
2194,104,54,1
2195,94,32,1
2196,110,38,1
2197,96,34,1
2198,98,36,1
2199,94,32,1
2200,86,44,1
2201,102,40,1
2202,88,40,1
2203,96,40,1
2204,98,30,1
2205,100,46,1
2206,104,46,1
2207,106,46,1
2208,92,34,1
2209,100,40,1
2210,94,34,1
2211,98,40,1
2212,100,42,1
2213,94,36,1
2214,94,32,1
2215,110,40,1
2216,122,42,1
2217,108,48,1
2218,96,48,1
2219,96,34,1
2220,94,34,1
2221,98,44,1
2222,86,34,1
2223,106,48,1
2224,104,46,1
2225,94,32,1
2226,90,38,1
2227,112,42,1
2228,102,46,1
2229,100,38,1
2230,102,44,1
2231,96,40,1
2232,96,36,1
2233,102,42,1
2234,90,34,1
2235,110,32,1
2236,94,36,1
2237,86,36,1
2238,92,46,1
2239,104,42,1
2240,96,36,1
2241,102,34,1
2242,86,32,1
2243,106,26,1
2244,90,32,1
2245,92,44,1
2246,112,40,1
2247,104,40,1
2248,90,38,1
2249,92,30,1
2250,100,38,1
2251,86,38,1
2252,96,32,1
2253,116,44,1
2254,84,32,1
2255,86,38,1
2256,104,50,1
2257,106,44,1
2258,104,54,1
2259,100,34,1
2260,104,42,1
2261,116,44,1
2262,86,38,1
2263,90,26,1
2264,96,42,1
2265,88,34,1
2266,96,36,1
2267,108,42,1
2268,124,48,1
2269,94,48,1
2270,98,34,1
2271,102,40,1
2272,86,24,1
2273,94,38,1
2274,100,36,1
2275,98,38,1
2276,88,36,1
2277,94,32,1
2278,100,38,1
2279,106,46,1
2280,86,40,1
2281,90,34,1
2282,92,34,1
2283,92,38,1
2284,112,38,1
2285,98,44,1
2286,88,32,1
2287,94,38,1
2288,100,38,1
2289,98,48,1
2290,96,44,1
2291,96,38,1
2292,82,28,1
2293,92,38,1
2294,88,38,1
2295,96,38,1
2296,94,40,1
2297,86,28,1
2298,98,36,1
2299,108,40,1
2300,88,40,1
2301,90,44,1
2302,112,44,1
2303,104,40,1
2304,94,34,1
2305,84,46,1
2306,102,40,1
2307,104,36,1
2308,92,38,1
2309,102,44,1
2310,90,28,1
2311,96,36,1
2312,88,38,1
2313,106,38,1
2314,106,40,1
2315,90,32,1
2316,100,34,1
2317,102,44,1
2318,92,36,1
2319,88,38,1
2320,94,44,1
2321,88,38,1
2322,92,38,1
2323,90,26,1
2324,90,34,1
2325,90,34,1
2326,88,30,1
2327,100,46,1
2328,84,32,1
2329,112,42,1
2330,98,46,1
2331,104,40,1
2332,102,38,1
2333,86,36,1
2334,104,36,1
2335,94,42,1
2336,84,38,1
2337,100,42,1
2338,94,42,1
2339,102,50,1
2340,86,36,1
2341,98,40,1
2342,100,32,1
2343,100,30,1
2344,90,38,1
2345,96,46,1
2346,96,40,1
2347,94,38,1
2348,96,38,1
2349,94,40,1
2350,98,40,1
2351,94,38,1
2352,106,40,1
2353,100,44,1
2354,106,36,1
2355,86,36,1
2356,90,44,1
2357,92,32,1
2358,100,48,1
2359,88,42,1
2360,94,38,1
2361,90,30,1
2362,98,42,1
2363,90,42,1
2364,86,32,1
2365,88,36,1
2366,88,36,1
2367,96,46,1
2368,92,38,1
2369,90,28,1
2370,88,32,1
2371,98,50,1
2372,92,32,1
2373,82,34,1
2374,106,34,1
2375,98,36,1
2376,94,38,1
2377,102,38,1
2378,102,32,1
2379,98,44,1
2380,94,40,1
2381,96,24,1
2382,98,38,1
2383,94,46,1
2384,104,46,1
2385,94,36,1
2386,110,54,1
2387,92,38,1
2388,100,36,1
2389,94,38,1
2390,90,32,1
2391,92,40,1
2392,90,36,1
2393,102,44,1
2394,92,42,1
2395,110,46,1
2396,104,36,1
2397,100,36,1
2398,94,42,1
2399,94,36,1
2400,96,30,1
2401,104,42,1
2402,86,30,1
2403,88,36,1
2404,100,38,1
2405,92,40,1
2406,90,36,1
2407,86,32,1
2408,106,46,1
2409,116,50,1
2410,98,32,1
2411,94,38,1
2412,104,46,1
2413,120,54,1
2414,98,46,1
2415,90,38,1
2416,94,38,1
2417,90,34,1
2418,92,32,1
2419,92,36,1
2420,106,32,1
2421,102,50,1
2422,96,42,1
2423,92,26,1
2424,86,34,1
2425,98,42,1
2426,100,36,1
2427,84,34,1
2428,98,36,1
2429,90,40,1
2430,82,28,1
2431,90,46,1
2432,106,46,1
2433,80,34,1
2434,88,36,1
2435,94,26,1
2436,98,42,1
2437,92,44,1
2438,94,40,1
2439,104,44,1
2440,94,42,1
2441,108,44,1
2442,98,30,1
2443,100,38,1
2444,104,40,1
2445,100,42,1
2446,88,26,1
2447,100,48,1
2448,86,30,1
2449,104,44,1
2450,110,40,1
2451,108,40,1
2452,94,32,1
2453,118,46,1
2454,78,30,1
2455,104,38,1
2456,110,52,1
2457,98,44,1
2458,96,38,1
2459,90,38,1
2460,108,46,1
2461,94,38,1
2462,90,34,1
2463,92,44,1
2464,108,36,1
2465,118,52,1
2466,80,26,1
2467,102,50,1
2468,90,42,1
2469,96,36,1
2470,98,38,1
2471,90,30,1
2472,100,38,1
2473,94,36,1
2474,90,34,1
2475,102,38,1
2476,100,30,1
2477,98,40,1
2478,88,32,1
2479,88,40,1
2480,94,28,1
2481,88,34,1
2482,100,46,1
2483,102,48,1
2484,98,40,1
2485,104,40,1
2486,92,38,1
2487,114,50,1
2488,92,38,1
2489,102,46,1
2490,110,46,1
2491,114,48,1
2492,88,34,1
2493,112,44,1
2494,90,38,1
2495,96,40,1
2496,94,30,1
2497,102,42,1
2498,110,42,1
2499,108,46,1
2500,98,32,1
2501,92,40,1
2502,88,32,1
2503,110,40,1
2504,96,36,1
2505,102,32,1
2506,100,42,1
2507,92,36,1
2508,108,34,1
2509,84,48,1
2510,106,42,1
2511,90,36,1
2512,90,34,1
2513,92,40,1
2514,108,52,1
2515,84,28,1
2516,84,42,1
2517,96,52,1
2518,98,32,1
2519,106,44,1
2520,98,42,1
2521,88,32,1
2522,94,42,1
2523,110,42,1
2524,94,44,1
2525,96,28,1
2526,90,36,1
2527,102,32,1
2528,106,38,1
2529,96,28,1
2530,106,42,1
2531,106,44,1
2532,90,26,1
2533,92,40,1
2534,92,34,1
2535,84,36,1
2536,94,44,1
2537,86,28,1
2538,90,36,1
2539,108,38,1
2540,88,30,1
2541,90,40,1
2542,100,30,1
2543,94,42,1
2544,112,52,1
2545,110,44,1
2546,104,40,1
2547,80,36,1
2548,94,30,1
2549,98,44,1
2550,90,40,1
2551,94,38,1
2552,106,42,1
2553,84,32,1
2554,76,30,1
2555,88,40,1
2556,94,42,1
2557,86,40,1
2558,102,42,1
2559,102,42,1
2560,100,36,1
2561,94,38,1
2562,100,36,1
2563,106,58,1
2564,102,44,1
2565,106,48,1
2566,88,48,1
2567,90,26,1
2568,98,38,1
2569,94,44,1
2570,98,28,1
2571,84,20,1
2572,92,32,1
2573,104,38,1
2574,96,38,1
2575,86,36,1
2576,106,46,1
2577,92,44,1
2578,98,36,1
2579,100,38,1
2580,92,34,1
2581,104,30,1
2582,98,36,1
2583,94,40,1
2584,88,28,1
2585,98,44,1
2586,94,34,1
2587,88,30,1
2588,110,54,1
2589,98,40,1
2590,98,32,1
2591,88,32,1
2592,102,44,1
2593,86,34,1
2594,96,46,1
2595,94,40,1
2596,88,40,1
2597,86,34,1
2598,102,36,1
2599,94,46,1
2600,92,34,1
2601,100,32,1
2602,100,38,1
2603,94,36,1
2604,94,48,1
2605,98,44,1
2606,104,42,1
2607,102,40,1
2608,86,36,1
2609,92,42,1
2610,100,38,1
2611,96,44,1
2612,108,34,1
2613,116,40,1
2614,92,40,1
2615,108,40,1
2616,98,48,1
2617,104,46,1
2618,96,48,1
2619,100,38,1
2620,100,42,1
2621,104,44,1
2622,96,42,1
2623,100,36,1
2624,104,44,1
2625,100,36,1
2626,90,30,1
2627,96,48,1
2628,104,44,1
2629,102,38,1
2630,106,48,1
2631,92,36,1
2632,94,38,1
2633,98,42,1
2634,104,36,1
2635,102,48,1
2636,88,34,1
2637,98,48,1
2638,92,32,1
2639,84,30,1
2640,98,34,1
2641,94,30,1
2642,86,32,1
2643,92,46,1
2644,84,36,1
2645,104,48,1
2646,90,40,1
2647,90,36,1
2648,108,46,1
2649,96,48,1
2650,106,44,1
2651,92,28,1
2652,90,42,1
2653,104,36,1
2654,92,38,1
2655,98,36,1
2656,90,24,1
2657,100,50,1
2658,88,38,1
2659,96,34,1
2660,90,36,1
2661,88,34,1
2662,90,34,1
2663,106,46,1
2664,118,50,1
2665,90,34,1
2666,88,34,1
2667,96,28,1
2668,98,42,1
2669,88,36,1
2670,98,56,1
2671,108,36,1
2672,86,30,1
2673,100,44,1
2674,112,58,1
2675,98,34,1
2676,106,44,1
2677,94,46,1
2678,92,32,1
2679,100,46,1
2680,98,40,1
2681,96,44,1
2682,92,30,1
2683,94,38,1
2684,100,36,1
2685,90,34,1
2686,96,30,1
2687,102,32,1
2688,98,46,1
2689,104,40,1
2690,102,52,1
2691,100,36,1
2692,102,40,1
2693,98,38,1
2694,102,38,1
2695,92,32,1
2696,98,36,1
2697,98,46,1
2698,108,52,1
2699,110,50,1
2700,90,38,1
2701,98,44,1
2702,116,46,1
2703,100,42,1
2704,108,62,1
2705,96,38,1
2706,86,34,1
2707,92,38,1
2708,90,28,1
2709,100,34,1
2710,116,52,1
2711,106,38,1
2712,94,38,1
2713,92,28,1
2714,96,38,1
2715,92,36,1
2716,90,34,1
2717,110,46,1
2718,94,44,1
2719,88,32,1
2720,88,42,1
2721,102,44,1
2722,90,42,1
2723,94,44,1
2724,98,30,1
2725,94,34,1
2726,90,28,1
2727,84,40,1
2728,98,38,1
2729,102,34,1
2730,92,36,1
2731,94,38,1
2732,96,44,1
2733,94,34,1
2734,96,44,1
2735,94,40,1
2736,96,32,1
2737,92,44,1
2738,106,44,1
2739,88,34,1
2740,100,44,1
2741,96,50,1
2742,98,36,1
2743,104,34,1
2744,88,48,1
2745,94,36,1
2746,98,42,1
2747,88,22,1
2748,92,38,1
2749,88,32,1
2750,118,48,1
2751,96,38,1
2752,88,28,1
2753,96,34,1
2754,110,48,1
2755,104,40,1
2756,96,36,1
2757,100,36,1
2758,90,40,1
2759,104,36,1
2760,88,46,1
2761,90,46,1
2762,94,32,1
2763,94,38,1
2764,110,40,1
2765,98,40,1
2766,92,36,1
2767,100,42,1
2768,102,40,1
2769,104,34,1
2770,96,34,1
2771,110,48,1
2772,86,30,1
2773,92,32,1
2774,90,46,1
2775,84,32,1
2776,100,46,1
2777,110,50,1
2778,102,42,1
2779,86,34,1
2780,90,40,1
2781,100,42,1
2782,96,38,1
2783,116,48,1
2784,88,28,1
2785,110,44,1
2786,102,48,1
2787,88,28,1
2788,112,48,1
2789,126,58,1
2790,98,44,1
2791,96,44,1
2792,88,44,1
2793,92,36,1
2794,100,38,1
2795,98,44,1
2796,96,40,1
2797,98,50,1
2798,94,28,1
2799,88,38,1
2800,100,42,1
2801,100,32,1
2802,86,30,1
2803,106,40,1
2804,88,32,1
2805,94,36,1
2806,90,38,1
2807,98,30,1
2808,100,36,1
2809,92,36,1
2810,90,44,1
2811,106,44,1
2812,94,38,1
2813,96,36,1
2814,98,52,1
2815,118,48,1
2816,96,38,1
2817,108,38,1
2818,96,42,1
2819,94,32,1
2820,90,36,1
2821,88,28,1
2822,106,54,1
2823,92,32,1
2824,92,36,1
2825,88,42,1
2826,102,50,1
2827,92,34,1
2828,86,42,1
2829,114,46,1
2830,104,52,1
2831,98,42,1
2832,90,44,1
2833,94,40,1
2834,96,46,1
2835,98,40,1
2836,80,22,1
2837,92,32,1
2838,94,32,1
2839,108,40,1
2840,92,38,1
2841,88,26,1
2842,102,46,1
2843,92,38,1
2844,102,40,1
2845,120,42,1
2846,88,40,1
2847,80,34,1
2848,88,44,1
2849,92,32,1
2850,98,42,1
2851,88,30,1
2852,110,38,1
2853,90,36,1
2854,100,38,1
2855,102,50,1
2856,96,40,1
2857,94,34,1
2858,96,34,1
2859,108,48,1
2860,88,34,1
2861,90,32,1
2862,88,38,1
2863,90,36,1
2864,78,22,1
2865,92,32,1
2866,92,32,1
2867,100,42,1
2868,90,46,1
2869,90,30,1
2870,98,40,1
2871,104,52,1
2872,98,38,1
2873,110,40,1
2874,124,42,1
2875,102,36,1
2876,90,36,1
2877,112,48,1
2878,92,44,1
2879,96,44,1
2880,108,50,1
2881,100,40,1
2882,90,36,1
2883,98,40,1
2884,84,34,1
2885,92,38,1
2886,84,34,1
2887,88,48,1
2888,88,38,1
2889,94,32,1
2890,98,38,1
2891,98,40,1
2892,96,34,1
2893,88,32,1
2894,104,50,1
2895,98,40,1
2896,98,44,1
2897,92,36,1
2898,92,40,1
2899,112,40,1
2900,112,42,1
2901,86,36,1
2902,86,36,1
2903,106,36,1
2904,106,48,1
2905,90,38,1
2906,110,42,1
2907,102,36,1
2908,88,36,1
2909,110,42,1
2910,114,44,1
2911,100,44,1
2912,94,36,1
2913,110,46,1
2914,90,46,1
2915,110,38,1
2916,98,40,1
2917,96,38,1
2918,96,38,1
2919,84,42,1
2920,86,30,1
2921,84,30,1
2922,86,34,1
2923,88,42,1
2924,96,44,1
2925,96,40,1
2926,114,38,1
2927,98,26,1
2928,94,42,1
2929,82,32,1
2930,94,44,1
2931,84,38,1
2932,92,34,1
2933,88,28,1
2934,100,40,1
2935,86,42,1
2936,102,36,1
2937,94,48,1
2938,126,40,1
2939,98,46,1
2940,98,40,1
2941,88,30,1
2942,102,38,1
2943,90,32,1
2944,92,28,1
2945,92,46,1
2946,88,36,1
2947,84,38,1
2948,98,38,1
2949,100,36,1
2950,84,36,1
2951,94,28,1
2952,108,42,1
2953,104,42,1
2954,102,40,1
2955,94,30,1
2956,88,48,1
2957,88,38,1
2958,88,46,1
2959,80,36,1
2960,100,38,1
2961,98,44,1
2962,116,46,1
2963,92,44,1
2964,90,42,1
2965,90,38,1
2966,90,32,1
2967,98,42,1
2968,94,44,1
2969,94,34,1
2970,86,34,1
2971,104,44,1
2972,94,34,1
2973,110,36,1
2974,100,34,1
2975,88,30,1
2976,96,40,1
2977,88,42,1
2978,100,36,1
2979,98,46,1
2980,84,34,1
2981,94,50,1
2982,100,42,1
2983,94,34,1
2984,88,42,1
2985,90,32,1
2986,92,34,1
2987,90,32,1
2988,100,40,1
2989,90,34,1
2990,110,40,1
2991,94,36,1
2992,118,44,1
2993,96,28,1
2994,86,32,1
2995,108,48,1
2996,100,42,1
2997,116,48,1
2998,96,40,1
2999,90,34,1
3000,96,50,1
3001,100,42,1
3002,96,36,1
3003,100,42,1
3004,102,48,1
3005,86,40,1
3006,84,32,1
3007,90,42,1
3008,92,36,1
3009,102,34,1
3010,106,44,1
3011,92,28,1
3012,90,36,1
3013,102,36,1
3014,92,44,1
3015,92,38,1
3016,106,50,1
3017,108,40,1
3018,108,42,1
3019,92,36,1
3020,98,34,1
3021,96,44,1
3022,106,44,1
3023,92,38,1
3024,98,32,1
3025,94,36,1
3026,84,26,1
3027,96,34,1
3028,94,42,1
3029,92,32,1
3030,84,34,1
3031,112,40,1
3032,76,34,1
3033,110,46,1
3034,94,38,1
3035,94,34,1
3036,96,36,1
3037,88,34,1
3038,82,44,1
3039,86,40,1
3040,92,40,1
3041,124,46,1
3042,88,32,1
3043,96,34,1
3044,108,46,1
3045,94,44,1
3046,96,36,1
3047,92,32,1
3048,90,38,1
3049,92,34,1
3050,92,38,1
3051,94,48,1
3052,96,34,1
3053,90,24,1
3054,96,46,1
3055,90,34,1
3056,100,38,1
3057,114,54,1
3058,92,34,1
3059,94,28,1
3060,88,42,1
3061,94,42,1
3062,94,32,1
3063,120,50,1
3064,94,46,1
3065,92,38,1
3066,94,40,1
3067,96,40,1
3068,92,38,1
3069,98,40,1
3070,90,26,1
3071,102,38,1
3072,100,40,1
3073,96,32,1
3074,102,36,1
3075,92,38,1
3076,114,40,1
3077,92,30,1
3078,100,44,1
3079,92,50,1
3080,98,30,1
3081,100,42,1
3082,102,44,1
3083,96,34,1
3084,108,42,1
3085,104,42,1
3086,112,40,1
3087,102,44,1
3088,90,32,1
3089,106,40,1
3090,92,34,1
3091,102,42,1
3092,96,38,1
3093,94,40,1
3094,88,36,1
3095,102,32,1
3096,112,50,1
3097,94,38,1
3098,92,40,1
3099,82,38,1
3100,96,42,1
3101,102,42,1
3102,108,42,1
3103,94,36,1
3104,98,42,1
3105,90,34,1
3106,86,28,1
3107,96,32,1
3108,94,48,1
3109,94,36,1
3110,102,36,1
3111,100,38,1
3112,98,36,1
3113,94,40,1
3114,96,38,1
3115,86,44,1
3116,106,38,1
3117,114,42,1
3118,106,44,0
3119,106,42,1
3120,94,34,1
3121,90,26,1
3122,90,34,1
3123,94,38,1
3124,100,42,1
3125,108,40,1
3126,94,36,1
3127,88,30,1
3128,98,36,1
3129,84,32,1
3130,92,40,1
3131,108,52,1
3132,90,26,1
3133,98,40,1
3134,96,32,1
3135,92,40,1
3136,96,36,1
3137,100,36,1
3138,102,52,1
3139,82,34,1
3140,98,44,1
3141,96,34,1
3142,100,48,1
3143,98,38,1
3144,98,42,1
3145,102,48,1
3146,92,34,1
3147,90,36,1
3148,104,44,1
3149,88,28,1
3150,88,34,1
3151,90,34,1
3152,92,30,1
3153,94,38,1
3154,100,42,1
3155,96,44,1
3156,106,50,1
3157,90,36,1
3158,94,44,1
3159,98,50,1
3160,94,42,1
3161,94,32,1
3162,90,42,1
3163,102,44,1
3164,94,26,1
3165,100,46,1
3166,102,42,1
3167,90,32,1
3168,98,32,1
3169,88,40,1
3170,100,42,1
3171,92,36,1
3172,94,30,1
3173,96,28,1
3174,114,46,1
3175,90,30,1
3176,112,42,1
3177,94,30,1
3178,112,42,1
3179,98,38,1
3180,92,36,1
3181,94,42,1
3182,90,32,1
3183,92,36,1
3184,104,46,1
3185,88,40,1
3186,124,52,1
3187,100,40,1
3188,94,36,1
3189,102,40,1
3190,90,36,1
3191,98,42,1
3192,122,48,1
3193,94,32,1
3194,100,48,1
3195,94,40,1
3196,90,32,1
3197,100,46,1
3198,96,34,1
3199,108,40,1
3200,106,46,1
3201,92,36,1
3202,102,54,1
3203,96,36,1
3204,96,42,1
3205,86,28,1
3206,104,36,1
3207,114,48,1
3208,84,38,1
3209,90,26,1
3210,90,30,1
3211,106,50,1
3212,100,40,1
3213,102,50,1
